,EC-NUMBER,PRODUCTS
21934,EC-3.1.26.9,3-Prime-Phosphate-Terminated-RNAs
21935,EC-3.1.26.9,5Prime-OH-Terminated-RNAs
21936,EC-3.1.26.9,PROTON
21937,EC-3.1.27.7,CPD-3706
21938,EC-3.1.27.8,CPD-13056
21939,EC-3.1.27.8,Pi
21940,EC-3.1.3,ECDYSONE
21941,EC-3.1.3,Pi
21942,EC-3.1.3,INOSITOL-1-4-5-TRISPHOSPHATE
21943,EC-3.1.3,Pi
21944,EC-3.1.3,CPD-10768
21945,EC-3.1.3,Pi
21946,EC-3.1.3,GERANIOL
21947,EC-3.1.3,Pi
21948,EC-3.1.3,2-DEOXYRIBOSE
21949,EC-3.1.3,Pi
21950,EC-3.1.3,L-GLYCERALDEHYDE
21951,EC-3.1.3,Pi
21952,EC-3.1.3,L-1-phosphatidyl-inositols
21953,EC-3.1.3,Pi
21954,EC-3.1.3,PHYTOSPINGOSINE
21955,EC-3.1.3,Pi
21956,EC-3.1.3,MANNOSE
21957,EC-3.1.3,Pi
21958,EC-3.1.3,PROTON
21959,EC-3.1.3,CPD-8978
21960,EC-3.1.3,ETOH
21961,EC-3.1.3,CPD-177
21962,EC-3.1.3,Pi
21963,EC-3.1.3,isocitrate-dehydrogenase
21964,EC-3.1.3,Pi
21965,EC-3.1.3,CPD-19942
21966,EC-3.1.3,Pi
21967,EC-3.1.3,GLUCOSAMINE
21968,EC-3.1.3,Pi
21969,EC-3.1.3,A-factor-type-lactones
21970,EC-3.1.3,Pi
21971,EC-3.1.3,6-Phosphoglc-3-Phosphoglc-Amylopectins
21972,EC-3.1.3,Pi
21973,EC-3.1.3,Pi
21974,EC-3.1.3,ADENOSINE
21975,EC-3.1.3,CPD-1903
21976,EC-3.1.3,PPI
21977,EC-3.1.3,DIHYDROXYACETONE
21978,EC-3.1.3,Pi
21979,EC-3.1.3,MANNOSE
21980,EC-3.1.3,Pi
21981,EC-3.1.3,CPD-9382
21982,EC-3.1.3,Pi
21983,EC-3.1.3,THR
21984,EC-3.1.3,Pi
21985,EC-3.1.3,CPD-19835
21986,EC-3.1.3,Pi
21987,EC-3.1.3,GLYCERALD
21988,EC-3.1.3,Pi
21989,EC-3.1.3,CPD-1908
21990,EC-3.1.3,PPI
21991,EC-3.1.3,CPD-19938
21992,EC-3.1.3,Pi
21993,EC-3.1.3,NADH
21994,EC-3.1.3,Pi
21995,EC-3.1.3,CPD-11920
21996,EC-3.1.3,Pi
21997,EC-3.1.3,CPD-10135
21998,EC-3.1.3,Pi
21999,EC-3.1.3,CPD-20617
22000,EC-3.1.3,Pi
22001,EC-3.1.3,CPD-18945
22002,EC-3.1.3,METOH
22003,EC-3.1.3,CPD-12671
22004,EC-3.1.3,Pi
22005,EC-3.1.3,CPD-15818
22006,EC-3.1.3,Pi
22007,EC-3.1.3,CPD-19947
22008,EC-3.1.3,Pi
22009,EC-3.1.3,CPD-13612
22010,EC-3.1.3,Pi
22011,EC-3.1.3,L-gulopyranose
22012,EC-3.1.3,Pi
22013,EC-3.1.3,Proteins-L-Threonines
22014,EC-3.1.3,Pi
22015,EC-3.1.3,CYTIDINE
22016,EC-3.1.3,Pi
22017,EC-3.1.3,CPD-178
22018,EC-3.1.3,Pi
22019,EC-3.1.3,BETA-D-FRUCTOSE
22020,EC-3.1.3,Pi
22021,EC-3.1.3,CPD-13198
22022,EC-3.1.3,Pi
22023,EC-3.1.3,CPD-16886
22024,EC-3.1.3,Pi
22025,EC-3.1.3,GUANOSINE
22026,EC-3.1.3,Pi
22027,EC-3.1.3,CPD-13015
22028,EC-3.1.3,Pi
22029,EC-3.1.3,2-TRANS6-TRANS-FARNESOL
22030,EC-3.1.3,Pi
22031,EC-3.1.3,GLUCONATE
22032,EC-3.1.3,Pi
22033,EC-3.1.3,INOSITOL-1456-TETRAKISPHOSPHATE
22034,EC-3.1.3,Pi
22035,EC-3.1.3,CPD-17018
22036,EC-3.1.3,Pi
22037,EC-3.1.3,CPD-14185
22038,EC-3.1.3,Pi
22039,EC-3.1.3,CPD-19948
22040,EC-3.1.3,Pi
22041,EC-3.1.3,D-MYO-INOSITOL-1-MONOPHOSPHATE
22042,EC-3.1.3,Pi
22043,EC-3.1.3,URIDINE
22044,EC-3.1.3,Pi
22045,EC-3.1.3,CPD-13198
22046,EC-3.1.3,Pi
22047,EC-3.1.3,L-1-phosphatidyl-inositols
22048,EC-3.1.3,Pi
22049,EC-3.1.3,CPD-18955
22050,EC-3.1.3,BUTANOL
22051,EC-3.1.3,6-Phosphogluco-Amylopectins
22052,EC-3.1.3,Pi
22053,EC-3.1.3,ASCORBATE
22054,EC-3.1.3,Pi
22055,EC-3.1.3,Protein-L-serines
22056,EC-3.1.3,Pi
22057,EC-3.1.3,Ecdysteroids
22058,EC-3.1.3,Pi
22059,EC-3.1.3,CPD-239
22060,EC-3.1.3,Pi
22061,EC-3.1.3.1,Alcohols
22062,EC-3.1.3.1,Pi
22063,EC-3.1.3.1,Pi
22064,EC-3.1.3.1,ETOH
22065,EC-3.1.3.10,THIAMINE
22066,EC-3.1.3.10,Pi
22067,EC-3.1.3.100,CPD-9669
22068,EC-3.1.3.100,Pi
22069,EC-3.1.3.101,RIBOFLAVIN
22070,EC-3.1.3.101,Pi
22071,EC-3.1.3.102,CPD-10734
22072,EC-3.1.3.102,Pi
22073,EC-3.1.3.103,AMINO-RIBOSYLAMINO-1H-3H-PYR-DIONE
22074,EC-3.1.3.103,Pi
22075,EC-3.1.3.104,NACMUR
22076,EC-3.1.3.104,Pi
22077,EC-3.1.3.105,FRUCTOSE-6P
22078,EC-3.1.3.105,Pi
22079,EC-3.1.3.11,TREHALOSE
22080,EC-3.1.3.11,Pi
22081,EC-3.1.3.12,CPD1G-1354
22082,EC-3.1.3.12,Pi
22083,EC-3.1.3.12,CPD1G-1344
22084,EC-3.1.3.12,Pi
22085,EC-3.1.3.12,CPD1G-1353
22086,EC-3.1.3.12,Pi
22087,EC-3.1.3.12,CPD1G-1346
22088,EC-3.1.3.12,Pi
22089,EC-3.1.3.12,CPD1G-1345
22090,EC-3.1.3.12,Pi
22091,EC-3.1.3.14,HISTIDINOL
22092,EC-3.1.3.14,Pi
22093,EC-3.1.3.15,Protein-L-serine-or-L-threonine
22094,EC-3.1.3.15,Pi
22095,EC-3.1.3.16,Phosphorylase-b
22096,EC-3.1.3.16,Pi
22097,EC-3.1.3.17,GLYCOLLATE
22098,EC-3.1.3.17,Pi
22099,EC-3.1.3.18,GLYCEROL
22100,EC-3.1.3.18,Pi
22101,EC-3.1.3.19,NAD
22102,EC-3.1.3.19,Pi
22103,EC-3.1.3.2,Alcohols
22104,EC-3.1.3.2,Pi
22105,EC-3.1.3.20,GLYCEROL
22106,EC-3.1.3.20,Pi
22107,EC-3.1.3.21,GLYCEROL
22108,EC-3.1.3.21,Pi
22109,EC-3.1.3.21,GLYCEROL
22110,EC-3.1.3.21,Pi
22111,EC-3.1.3.22,Sugar
22112,EC-3.1.3.22,Pi
22113,EC-3.1.3.23,SUCROSE
22114,EC-3.1.3.23,Pi
22115,EC-3.1.3.24,MYO-INOSITOL
22116,EC-3.1.3.24,Pi
22117,EC-3.1.3.25,MYO-INOSITOL
22118,EC-3.1.3.25,Pi
22119,EC-3.1.3.25,MYO-INOSITOL
22120,EC-3.1.3.25,Pi
22121,EC-3.1.3.25,MYO-INOSITOL
22122,EC-3.1.3.25,Pi
22123,EC-3.1.3.25,MYO-INOSITOL
22124,EC-3.1.3.25,Pi
22125,EC-3.1.3.25,MYO-INOSITOL
22126,EC-3.1.3.25,Pi
22127,EC-3.1.3.25,MYO-INOSITOL
22128,EC-3.1.3.25,Pi
22129,EC-3.1.3.26,CPD-2183
22130,EC-3.1.3.26,Pi
22131,EC-3.1.3.27,L-1-PHOSPHATIDYL-GLYCEROL
22132,EC-3.1.3.27,Pi
22133,EC-3.1.3.28,CPD-1119
22134,EC-3.1.3.28,Pi
22135,EC-3.1.3.29,CPD0-1123
22136,EC-3.1.3.29,Pi
22137,EC-3.1.3.3,Serines
22138,EC-3.1.3.3,Pi
22139,EC-3.1.3.31,Nucleosides
22140,EC-3.1.3.31,Pi
22141,EC-3.1.3.31,Nucleosides
22142,EC-3.1.3.31,Pi
22143,EC-3.1.3.31,Nucleosides
22144,EC-3.1.3.31,Pi
22145,EC-3.1.3.32,CPD-8630
22146,EC-3.1.3.32,Pi
22147,EC-3.1.3.32,PROTON
22148,EC-3.1.3.33,DEOXYADENOSINE
22149,EC-3.1.3.33,Pi
22150,EC-3.1.3.34,Pi
22151,EC-3.1.3.34,DEOXYCYTIDINE
22152,EC-3.1.3.34,DEOXYGUANOSINE
22153,EC-3.1.3.34,Pi
22154,EC-3.1.3.34,Deoxy-Ribonucleosides
22155,EC-3.1.3.34,Pi
22156,EC-3.1.3.34,DEOXYURIDINE
22157,EC-3.1.3.34,Pi
22158,EC-3.1.3.34,THYMIDINE
22159,EC-3.1.3.34,Pi
22160,EC-3.1.3.35,CPD-1108
22161,EC-3.1.3.35,Pi
22162,EC-3.1.3.36,D-SEDOHEPTULOSE-7-P
22163,EC-3.1.3.36,Pi
22164,EC-3.1.3.37,GLYCERATE
22165,EC-3.1.3.37,Pi
22166,EC-3.1.3.38,Pi
22167,EC-3.1.3.38,STREPTOMYCIN
22168,EC-3.1.3.39,1-Alkyl-2-acyl-glycerol
22169,EC-3.1.3.39,Pi
22170,EC-3.1.3.4,CPD-17271
22171,EC-3.1.3.4,Pi
22172,EC-3.1.3.4,CPD-17375
22173,EC-3.1.3.4,Pi
22174,EC-3.1.3.4,DIACYLGLYCEROL
22175,EC-3.1.3.4,Pi
22176,EC-3.1.3.40,P-NITROPHENOL
22177,EC-3.1.3.40,Pi
22178,EC-3.1.3.40,PROTON
22179,EC-3.1.3.41,Glycogen-synthases-I
22180,EC-3.1.3.41,Pi
22181,EC-3.1.3.42,Pyruvate-dehydrogenase-L-serine
22182,EC-3.1.3.42,Pi
22183,EC-3.1.3.43,Acetyl-CoA-carboxylases
22184,EC-3.1.3.43,Pi
22185,EC-3.1.3.44,KDO
22186,EC-3.1.3.44,Pi
22187,EC-3.1.3.45,Pi
22188,EC-3.1.3.45,FRUCTOSE-6P
22189,EC-3.1.3.46,Pi
22190,EC-3.1.3.46,H-M-glutaryl-CoA-reductases
22191,EC-3.1.3.47,Pi
22192,EC-3.1.3.47,Protein-Tyrosines
22193,EC-3.1.3.48,Pi
22194,EC-3.1.3.48,Pyruvate-Kinases
22195,EC-3.1.3.49,XANTHOSINE
22196,EC-3.1.3.49,Pi
22197,EC-3.1.3.5,Ribonucleosides
22198,EC-3.1.3.5,Pi
22199,EC-3.1.3.5,CYTIDINE
22200,EC-3.1.3.5,Pi
22201,EC-3.1.3.5,URIDINE
22202,EC-3.1.3.5,Pi
22203,EC-3.1.3.5,NICOTINAMIDE_RIBOSE
22204,EC-3.1.3.5,Pi
22205,EC-3.1.3.5,CPD-8259
22206,EC-3.1.3.5,Pi
22207,EC-3.1.3.5,ADENOSINE
22208,EC-3.1.3.5,Pi
22209,EC-3.1.3.5,INOSINE
22210,EC-3.1.3.5,Pi
22211,EC-3.1.3.5,GUANOSINE
22212,EC-3.1.3.5,Pi
22213,EC-3.1.3.50,SORBITOL
22214,EC-3.1.3.50,Pi
22215,EC-3.1.3.51,Pi
22216,EC-3.1.3.51,3-Methyl-2-Oxobut-Dehydrogenases
22217,EC-3.1.3.52,Pi
22218,EC-3.1.3.52,CPD-8564
22219,EC-3.1.3.53,FRUCTOSE-2-PHOSPHATE
22220,EC-3.1.3.53,Pi
22221,EC-3.1.3.54,Caldesmon-Proteins
22222,EC-3.1.3.54,Pi
22223,EC-3.1.3.55,INOSITOL-1-4-BISPHOSPHATE
22224,EC-3.1.3.55,Pi
22225,EC-3.1.3.56,INOSITOL-1-3-4-TRIPHOSPHATE
22226,EC-3.1.3.56,Pi
22227,EC-3.1.3.57,Pi
22228,EC-3.1.3.57,D-MYO-INOSITOL-4-PHOSPHATE
22229,EC-3.1.3.58,Glucopyranose
22230,EC-3.1.3.58,Pi
22231,EC-3.1.3.59,Ribonucleosides
22232,EC-3.1.3.59,Pi
22233,EC-3.1.3.6,URIDINE
22234,EC-3.1.3.6,Pi
22235,EC-3.1.3.6,CYTIDINE
22236,EC-3.1.3.6,Pi
22237,EC-3.1.3.6,GUANOSINE
22238,EC-3.1.3.6,Pi
22239,EC-3.1.3.6,ADENOSINE
22240,EC-3.1.3.6,Pi
22241,EC-3.1.3.60,INOSITOL-1-4-5-TRISPHOSPHATE
22242,EC-3.1.3.60,Pi
22243,EC-3.1.3.62,CPD-6781
22244,EC-3.1.3.62,Pi
22245,EC-3.1.3.62,CPD-6661
22246,EC-3.1.3.62,Pi
22247,EC-3.1.3.62,CPD-18901
22248,EC-3.1.3.62,Pi
22249,EC-3.1.3.62,CPD-6746
22250,EC-3.1.3.62,Pi
22251,EC-3.1.3.62,CPD-534
22252,EC-3.1.3.62,Pi
22253,EC-3.1.3.62,CPD-6746
22254,EC-3.1.3.62,Pi
22255,EC-3.1.3.62,D-myo-inositol-pentakisphosphates
22256,EC-3.1.3.62,Pi
22257,EC-3.1.3.62,CPD-6746
22258,EC-3.1.3.62,Pi
22259,EC-3.1.3.62,CPD-1107
22260,EC-3.1.3.62,Pi
22261,EC-3.1.3.62,CPD-6783
22262,EC-3.1.3.62,Pi
22263,EC-3.1.3.62,MI-PENTAKISPHOSPHATE
22264,EC-3.1.3.62,Pi
22265,EC-3.1.3.62,CPD-6745
22266,EC-3.1.3.62,Pi
22267,EC-3.1.3.62,CPD-18902
22268,EC-3.1.3.62,Pi
22269,EC-3.1.3.62,CPD-18903
22270,EC-3.1.3.62,Pi
22271,EC-3.1.3.62,CPD-6741
22272,EC-3.1.3.62,Pi
22273,EC-3.1.3.62,CPD-6747
22274,EC-3.1.3.62,Pi
22275,EC-3.1.3.62,CPD-6782
22276,EC-3.1.3.62,Pi
22277,EC-3.1.3.63,L-1-phosphatidyl-inositols
22278,EC-3.1.3.63,Pi
22279,EC-3.1.3.64,1-L-MYO-INOSITOL-1-P
22280,EC-3.1.3.64,Pi
22281,EC-3.1.3.66,CPD-177
22282,EC-3.1.3.66,Pi
22283,EC-3.1.3.66,D-MYO-INOSITOL-13-BISPHOSPHATE
22284,EC-3.1.3.66,Pi
22285,EC-3.1.3.67,PHOSPHATIDYL-MYO-INOSITOL-45-BISPHOSPHA
22286,EC-3.1.3.67,Pi
22287,EC-3.1.3.68,CPD-16855
22288,EC-3.1.3.68,Pi
22289,EC-3.1.3.69,Pi
22290,EC-3.1.3.69,AMP
22291,EC-3.1.3.7,2-O-ALPHA-MANNOSYL-D-GLYCERATE
22292,EC-3.1.3.7,Pi
22293,EC-3.1.3.70,CPD-367
22294,EC-3.1.3.70,Pi
22295,EC-3.1.3.71,CPD-6661
22296,EC-3.1.3.71,Pi
22297,EC-3.1.3.72,CPD-20844
22298,EC-3.1.3.72,Pi
22299,EC-3.1.3.73,ALPHA-RIBAZOLE
22300,EC-3.1.3.73,Pi
22301,EC-3.1.3.73,CPD-20845
22302,EC-3.1.3.73,Pi
22303,EC-3.1.3.73,CPD-20848
22304,EC-3.1.3.73,Pi
22305,EC-3.1.3.73,ADENOSYLCOBALAMIN
22306,EC-3.1.3.73,Pi
22307,EC-3.1.3.73,CPD-20853
22308,EC-3.1.3.73,Pi
22309,EC-3.1.3.73,CPD-20841
22310,EC-3.1.3.73,Pi
22311,EC-3.1.3.73,CPD-20846
22312,EC-3.1.3.73,Pi
22313,EC-3.1.3.73,CPD-20847
22314,EC-3.1.3.73,Pi
22315,EC-3.1.3.73,CPD-20849
22316,EC-3.1.3.73,Pi
22317,EC-3.1.3.73,CPD-17189
22318,EC-3.1.3.73,Pi
22319,EC-3.1.3.73,CPD-20842
22320,EC-3.1.3.73,Pi
22321,EC-3.1.3.74,PYRIDOXAMINE
22322,EC-3.1.3.74,Pi
22323,EC-3.1.3.74,PYRIDOXINE
22324,EC-3.1.3.74,Pi
22325,EC-3.1.3.75,CHOLINE
22326,EC-3.1.3.75,Pi
22327,EC-3.1.3.76,PROTON
22328,EC-3.1.3.76,CPD-85
22329,EC-3.1.3.76,Pi
22330,EC-3.1.3.77,1-PHOSPHATIDYL-1D-MYO-INOSITOL-5-PHOSPHA
22331,EC-3.1.3.77,Pi
22332,EC-3.1.3.78,CPD-10684
22333,EC-3.1.3.78,Pi
22334,EC-3.1.3.79,CPD-534
22335,EC-3.1.3.79,Pi
22336,EC-3.1.3.8,2-PG
22337,EC-3.1.3.8,Pi
22338,EC-3.1.3.80,L-PHOSPHATIDATE
22339,EC-3.1.3.80,Pi
22340,EC-3.1.3.80,PROTON
22341,EC-3.1.3.81,D-BETA-D-HEPTOSE-1-P
22342,EC-3.1.3.81,Pi
22343,EC-3.1.3.82,CPD-12335
22344,EC-3.1.3.82,Pi
22345,EC-3.1.3.83,ADENOSINE_DIPHOSPHATE_RIBOSE
22346,EC-3.1.3.83,Pi
22347,EC-3.1.3.84,CPD-9190
22348,EC-3.1.3.84,Pi
22349,EC-3.1.3.85,1-PHOSPHATIDYL-1D-MYO-INOSITOL-34-BISPH
22350,EC-3.1.3.85,Pi
22351,EC-3.1.3.86,CPD-85
22352,EC-3.1.3.86,Pi
22353,EC-3.1.3.87,CPD-14143
22354,EC-3.1.3.87,Pi
22355,EC-3.1.3.88,DEOXYGUANOSINE
22356,EC-3.1.3.88,Pi
22357,EC-3.1.3.89,Deoxy-Ribonucleosides
22358,EC-3.1.3.89,Pi
22359,EC-3.1.3.89,DEOXYADENOSINE
22360,EC-3.1.3.89,Pi
22361,EC-3.1.3.89,DEOXYURIDINE
22362,EC-3.1.3.89,Pi
22363,EC-3.1.3.89,DEOXYCYTIDINE
22364,EC-3.1.3.89,Pi
22365,EC-3.1.3.89,Pi
22366,EC-3.1.3.89,THYMIDINE
22367,EC-3.1.3.9,Glucopyranose
22368,EC-3.1.3.9,Pi
22369,EC-3.1.3.90,CYTIDINE
22370,EC-3.1.3.90,Pi
22371,EC-3.1.3.91,CPD-15544
22372,EC-3.1.3.91,Pi
22373,EC-3.1.3.92,L-Galactopyranose
22374,EC-3.1.3.92,Pi
22375,EC-3.1.3.93,D-galactopyranose
22376,EC-3.1.3.93,Pi
22377,EC-3.1.3.94,1-PHOSPHATIDYL-1D-MYO-INOSITOL-5-PHOSPHA
22378,EC-3.1.3.94,Pi
22379,EC-3.1.3.95,CPD-497
22380,EC-3.1.3.95,Pi
22381,EC-3.1.3.96,Nucleoside-Monophosphates
22382,EC-3.1.3.96,Pi
22383,EC-3.1.3.97,INOSINE
22384,EC-3.1.3.97,Pi
22385,EC-3.1.3.99,5-Phosphomononucleotides
22386,EC-3.1.3.99,5-phosphooligonucleotides
22387,EC-3.1.30.1,5-Phosphomononucleotides
22388,EC-3.1.30.1,5-phosphooligonucleotides
22389,EC-3.1.30.2,3-phosphooligonucleotides
22390,EC-3.1.30.2,3-Prime-Nucleoside-Monophosphates
22391,EC-3.1.31.1,DIACYLGLYCEROL
22392,EC-3.1.31.1,GLYCEROL-3P
22393,EC-3.1.31.1,PROTON
22394,EC-3.1.4,Ditrans-polycis-polyprenols
22395,EC-3.1.4,PPI
22396,EC-3.1.4,PROTON
22397,EC-3.1.4,CPD-10794
22398,EC-3.1.4,Alpha-hydroxyphytoceramides
22399,EC-3.1.4,CPD-14768
22400,EC-3.1.4,Alpha-hydroxyphytoceramides
22401,EC-3.1.4,D-MYO-INOSITOL-1-MONOPHOSPHATE
22402,EC-3.1.4,PROTON
22403,EC-3.1.4,Alpha-hydroxyphytoceramides
22404,EC-3.1.4,CPD-14767
22405,EC-3.1.4,PROTON
22406,EC-3.1.4,PROTON
22407,EC-3.1.4,CPD-10224
22408,EC-3.1.4,UDP
22409,EC-3.1.4.1,DIACYLGLYCEROL
22410,EC-3.1.4.1,D-MYO-INOSITOL-1-MONOPHOSPHATE
22411,EC-3.1.4.1,PROTON
22412,EC-3.1.4.11,DIACYLGLYCEROL
22413,EC-3.1.4.11,INOSITOL-1-4-5-TRISPHOSPHATE
22414,EC-3.1.4.11,PROTON
22415,EC-3.1.4.11,DIACYLGLYCEROL
22416,EC-3.1.4.11,INOSITOL-1-4-BISPHOSPHATE
22417,EC-3.1.4.11,PROTON
22418,EC-3.1.4.12,Ceramides
22419,EC-3.1.4.12,PHOSPHORYL-CHOLINE
22420,EC-3.1.4.12,PROTON
22421,EC-3.1.4.13,PANTETHEINE-P
22422,EC-3.1.4.13,All-apo-ACPs
22423,EC-3.1.4.13,PROTON
22424,EC-3.1.4.14,CPD-3706
22425,EC-3.1.4.14,PROTON
22426,EC-3.1.4.16,3-Phosphomonucleotides
22427,EC-3.1.4.16,PROTON
22428,EC-3.1.4.16,CPD-3708
22429,EC-3.1.4.16,PROTON
22430,EC-3.1.4.16,CPD-3711
22431,EC-3.1.4.16,PROTON
22432,EC-3.1.4.16,CPD-3724
22433,EC-3.1.4.16,PROTON
22434,EC-3.1.4.17,PROTON
22435,EC-3.1.4.17,GLYCEROL-3P
22436,EC-3.1.4.17,CHOLINE
22437,EC-3.1.4.2,GLYCEROL-3P
22438,EC-3.1.4.2,ETHANOL-AMINE
22439,EC-3.1.4.2,PROTON
22440,EC-3.1.4.3,1-ALKENYL-2-ACYLGLYCEROL
22441,EC-3.1.4.3,PHOSPHORYL-CHOLINE
22442,EC-3.1.4.3,PROTON
22443,EC-3.1.4.3,1-Alkenyl-glycerol
22444,EC-3.1.4.3,PHOSPHORYL-ETHANOLAMINE
22445,EC-3.1.4.3,PROTON
22446,EC-3.1.4.3,1-Alkenyl-glycerol
22447,EC-3.1.4.3,PHOSPHORYL-CHOLINE
22448,EC-3.1.4.3,PROTON
22449,EC-3.1.4.3,DIACYLGLYCEROL
22450,EC-3.1.4.3,PHOSPHORYL-CHOLINE
22451,EC-3.1.4.3,PROTON
22452,EC-3.1.4.35,PROTON
22453,EC-3.1.4.35,CPD-3705
22454,EC-3.1.4.37,PROTON
22455,EC-3.1.4.37,CPD-3710
22456,EC-3.1.4.37,PROTON
22457,EC-3.1.4.37,CPD-13025
22458,EC-3.1.4.37,2-Prime-Ribonucleoside-Monophosphates
22459,EC-3.1.4.37,PROTON
22460,EC-3.1.4.37,PROTON
22461,EC-3.1.4.37,CPD-3723
22462,EC-3.1.4.38,ETHANOL-AMINE
22463,EC-3.1.4.38,1-Alkyl-sn-glycerol-3-phosphates
22464,EC-3.1.4.38,PROTON
22465,EC-3.1.4.39,1-Alkenyl-phosphoglycerol
22466,EC-3.1.4.39,ETHANOL-AMINE
22467,EC-3.1.4.39,PROTON
22468,EC-3.1.4.39,1-Alkenyl-phosphoglycerol
22469,EC-3.1.4.39,CHOLINE
22470,EC-3.1.4.39,PROTON
22471,EC-3.1.4.4,CPD-1119
22472,EC-3.1.4.4,PROTON
22473,EC-3.1.4.4,CMP
22474,EC-3.1.4.40,CPD-502
22475,EC-3.1.4.40,CHOLINE
22476,EC-3.1.4.40,PROTON
22477,EC-3.1.4.41,PROTON
22478,EC-3.1.4.41,GLYCEROL-3P
22479,EC-3.1.4.42,PROTON
22480,EC-3.1.4.42,D-MYO-INOSITOL-1-MONOPHOSPHATE
22481,EC-3.1.4.42,GLYCEROL
22482,EC-3.1.4.43,D-MYO-INOSITOL-1-MONOPHOSPHATE
22483,EC-3.1.4.43,PROTON
22484,EC-3.1.4.44,GLYCOPROTEIN-PHOSPHO-D-MANNOSE
22485,EC-3.1.4.44,N-ACETYL-D-GLUCOSAMINE
22486,EC-3.1.4.44,PROTON
22487,EC-3.1.4.45,Alcohols
22488,EC-3.1.4.45,GLYCEROL-3P
22489,EC-3.1.4.45,PROTON
22490,EC-3.1.4.46,GLYCEROL-3P
22491,EC-3.1.4.46,SER
22492,EC-3.1.4.46,PROTON
22493,EC-3.1.4.46,GLYCEROL
22494,EC-3.1.4.46,GLYCEROL-3P
22495,EC-3.1.4.46,PROTON
22496,EC-3.1.4.46,GLYCEROL-3P
22497,EC-3.1.4.46,ETHANOL-AMINE
22498,EC-3.1.4.46,PROTON
22499,EC-3.1.4.48,DOLICHOLP
22500,EC-3.1.4.48,MANNOSE
22501,EC-3.1.4.48,PROTON
22502,EC-3.1.4.49,L-PHOSPHATIDATE
22503,EC-3.1.4.49,CPD1G-0
22504,EC-3.1.4.49,PROTON
22505,EC-3.1.4.50,PROTON
22506,EC-3.1.4.50,GLC-1-P
22507,EC-3.1.4.50,b-D-mannosyl-R
22508,EC-3.1.4.51,PROTON
22509,EC-3.1.4.51,L-DI-GMP
22510,EC-3.1.4.52,PROTON
22511,EC-3.1.4.52,AMP
22512,EC-3.1.4.53,N-Acylethanolamines
22513,EC-3.1.4.53,L-PHOSPHATIDATE
22514,EC-3.1.4.53,PROTON
22515,EC-3.1.4.54,PROTON
22516,EC-3.1.4.54,RIBOSE-15-BISPHOSPHATE
22517,EC-3.1.4.55,PROTON
22518,EC-3.1.4.55,DIHYDRONEOPTERIN-P
22519,EC-3.1.4.56,PROTON
22520,EC-3.1.4.56,CPD-13344
22521,EC-3.1.4.57,CPD-15894
22522,EC-3.1.4.57,PROTON
22523,EC-3.1.4.58,PROTON
22524,EC-3.1.4.58,P3I
22525,EC-3.1.4.58,DEOXYGUANOSINE
22526,EC-3.1.5.1,CPD-13458
22527,EC-3.1.5.1,SULFATE
22528,EC-3.1.5.1,PROTON
22529,EC-3.1.6,CPD-13457
22530,EC-3.1.6,SULFATE
22531,EC-3.1.6,PROTON
22532,EC-3.1.6.1,PROTON
22533,EC-3.1.6.1,CPD-36
22534,EC-3.1.6.1,SULFATE
22535,EC-3.1.6.10,N-sulfo-D-glucosamine
22536,EC-3.1.6.10,PROTON
22537,EC-3.1.6.10,SULFATE
22538,EC-3.1.6.11,Chondroitin-N-acetyl-galactosamines
22539,EC-3.1.6.11,SULFATE
22540,EC-3.1.6.11,PROTON
22541,EC-3.1.6.12,Heparan-sulfate-L-iduronate
22542,EC-3.1.6.12,SULFATE
22543,EC-3.1.6.12,PROTON
22544,EC-3.1.6.13,DERMATAN-L-IDURONATE
22545,EC-3.1.6.13,SULFATE
22546,EC-3.1.6.13,PROTON
22547,EC-3.1.6.13,CPD-17714
22548,EC-3.1.6.13,SULFATE
22549,EC-3.1.6.13,PROTON
22550,EC-3.1.6.14,Keratan-sulfate-NAcGlc
22551,EC-3.1.6.14,SULFATE
22552,EC-3.1.6.14,PROTON
22553,EC-3.1.6.15,PROTON
22554,EC-3.1.6.15,SULFATE
22555,EC-3.1.6.15,METOH
22556,EC-3.1.6.16,PROTON
22557,EC-3.1.6.16,SULFATE
22558,EC-3.1.6.16,L-LACTATE
22559,EC-3.1.6.17,Chondroitin-D-glucuronates
22560,EC-3.1.6.17,SULFATE
22561,EC-3.1.6.17,PROTON
22562,EC-3.1.6.18,Heparan-sulfate-D-glucuronate
22563,EC-3.1.6.18,SULFATE
22564,EC-3.1.6.18,PROTON
22565,EC-3.1.6.19,ESTRONE
22566,EC-3.1.6.19,SULFATE
22567,EC-3.1.6.19,PROTON
22568,EC-3.1.6.2,3-BETA-HYDROXYANDROST-5-EN-17-ONE
22569,EC-3.1.6.2,SULFATE
22570,EC-3.1.6.2,PROTON
22571,EC-3.1.6.20,SoxY-S-Thiocysteine
22572,EC-3.1.6.20,SULFATE
22573,EC-3.1.6.20,PROTON
22574,EC-3.1.6.3,Keratan-galactose
22575,EC-3.1.6.3,SULFATE
22576,EC-3.1.6.3,PROTON
22577,EC-3.1.6.4,Chondroitin-N-acetyl-galactosamines
22578,EC-3.1.6.4,SULFATE
22579,EC-3.1.6.4,PROTON
22580,EC-3.1.6.6,6-O-sulfate-cellulose
22581,EC-3.1.6.6,SULFATE
22582,EC-3.1.6.6,PROTON
