,EC,SUBS
29649,EC-2.3.2.8,PROTON
29650,EC-2.3.2.8,ARG-tRNAs
29651,EC-2.3.2.8,Protein-N-terminal-L-Arginine
29652,EC-2.3.2.8,ARG-tRNAs
29653,EC-2.3.2.8,L-arginyl-3-sulfo-L-alaninyl-Peptides
29654,EC-2.3.2.8,PROTON
29655,EC-2.3.2.8,ARG-tRNAs
29656,EC-2.3.2.8,L-arginyl-3-sulfino-L-alaninyl-Peptides
29657,EC-2.3.2.8,PROTON
29658,EC-2.3.2.8,Charged-ARG-tRNAs
29659,EC-2.3.2.8,Proteins-With-N-Terminal-Asp
29660,EC-2.3.2.8,Charged-ARG-tRNAs
29661,EC-2.3.2.8,General-Protein-Substrates
29662,EC-2.3.2.8,Charged-ARG-tRNAs
29663,EC-2.3.2.8,N-terminal-L-cysteine-sulfonate
29664,EC-2.3.2.8,Charged-ARG-tRNAs
29665,EC-2.3.2.8,N-terminal-L-cysteine-sulfinate
29666,EC-2.3.2.9,CPD-17726
29667,EC-2.3.2.9,CO-A
29668,EC-2.3.2.9,PROTON
29669,EC-2.3.2.9,P-HYDROXY-PHENYLPYRUVATE
29670,EC-2.3.2.9,ACETYL-COA
29671,EC-2.3.2.9,WATER
29672,EC-2.3.3,CPD-8
29673,EC-2.3.3,ACETYL-COA
29674,EC-2.3.3,WATER
29675,EC-2.3.3,Oxidized-ferredoxins
29676,EC-2.3.3,PROPIONYL-COA
29677,EC-2.3.3,WATER
29678,EC-2.3.3,GLYOX
29679,EC-2.3.3,PHENYL-PYRUVATE
29680,EC-2.3.3,ACETYL-COA
29681,EC-2.3.3,WATER
29682,EC-2.3.3,CPD-9
29683,EC-2.3.3,CARBON-DIOXIDE
29684,EC-2.3.3,CO-A
29685,EC-2.3.3,Reduced-ferredoxins
29686,EC-2.3.3,PROTON
29687,EC-2.3.3,CPD-7066
29688,EC-2.3.3,CO-A
29689,EC-2.3.3,PROTON
29690,EC-2.3.3,CPD-15323
29691,EC-2.3.3,CO-A
29692,EC-2.3.3,PROTON
29693,EC-2.3.3.1,ACETOACETYL-COA
29694,EC-2.3.3.1,WATER
29695,EC-2.3.3.1,ACETYL-COA
29696,EC-2.3.3.1,PROTON
29697,EC-2.3.3.1,CO-A
29698,EC-2.3.3.1,3-HYDROXY-3-METHYL-GLUTARYL-COA
29699,EC-2.3.3.10,PROPIONYL-COA
29700,EC-2.3.3.10,WATER
29701,EC-2.3.3.10,GLYOX
29702,EC-2.3.3.10,2-HYDROXYGLUTARIC_ACID
29703,EC-2.3.3.10,PROTON
29704,EC-2.3.3.10,CO-A
29705,EC-2.3.3.11,CPD-52
29706,EC-2.3.3.11,CO-A
29707,EC-2.3.3.11,PROTON
29708,EC-2.3.3.11,PENTANOYLCOA-CPD
29709,EC-2.3.3.11,GLYOX
29710,EC-2.3.3.11,WATER
29711,EC-2.3.3.12,2-KETO-ISOVALERATE
29712,EC-2.3.3.12,ACETYL-COA
29713,EC-2.3.3.12,WATER
29714,EC-2.3.3.12,PROTON
29715,EC-2.3.3.12,3-CARBOXY-3-HYDROXY-ISOCAPROATE
29716,EC-2.3.3.12,CO-A
29717,EC-2.3.3.13,PROTON
29718,EC-2.3.3.13,HOMO-CIT
29719,EC-2.3.3.13,CO-A
29720,EC-2.3.3.13,2-KETOGLUTARATE
29721,EC-2.3.3.13,WATER
29722,EC-2.3.3.13,ACETYL-COA
29723,EC-2.3.3.14,SULFOACETALDEHYDE
29724,EC-2.3.3.14,Pi
29725,EC-2.3.3.14,PROTON
29726,EC-2.3.3.14,ACETYL-P
29727,EC-2.3.3.14,SO3
29728,EC-2.3.3.15,CIT
29729,EC-2.3.3.15,CO-A
29730,EC-2.3.3.15,PROTON
29731,EC-2.3.3.15,ACETYL-COA
29732,EC-2.3.3.15,WATER
29733,EC-2.3.3.15,OXALACETIC_ACID
29734,EC-2.3.3.16,PROTON
29735,EC-2.3.3.16,CPDQT-34
29736,EC-2.3.3.16,CO-A
29737,EC-2.3.3.16,CPDQT-29
29738,EC-2.3.3.16,ACETYL-COA
29739,EC-2.3.3.16,WATER
29740,EC-2.3.3.17,CPDQT-27
29741,EC-2.3.3.17,ACETYL-COA
29742,EC-2.3.3.17,WATER
29743,EC-2.3.3.17,2-OXO-5-METHYLTHIOPENTANOIC-ACID
29744,EC-2.3.3.17,ACETYL-COA
29745,EC-2.3.3.17,WATER
29746,EC-2.3.3.17,CPDQT-28
29747,EC-2.3.3.17,ACETYL-COA
29748,EC-2.3.3.17,WATER
29749,EC-2.3.3.17,CPD-19485
29750,EC-2.3.3.17,ACETYL-COA
29751,EC-2.3.3.17,WATER
29752,EC-2.3.3.17,CPDQT-30
29753,EC-2.3.3.17,ACETYL-COA
29754,EC-2.3.3.17,WATER
29755,EC-2.3.3.17,CPD-479
29756,EC-2.3.3.17,ACETYL-COA
29757,EC-2.3.3.17,WATER
29758,EC-2.3.3.17,PROTON
29759,EC-2.3.3.17,CPDQT-32
29760,EC-2.3.3.17,CO-A
29761,EC-2.3.3.17,PROTON
29762,EC-2.3.3.17,CPDQT-31
29763,EC-2.3.3.17,CO-A
29764,EC-2.3.3.17,PROTON
29765,EC-2.3.3.17,CPDQT-33
29766,EC-2.3.3.17,CO-A
29767,EC-2.3.3.17,CPD-19482
29768,EC-2.3.3.17,CO-A
29769,EC-2.3.3.17,PROTON
29770,EC-2.3.3.17,PROTON
29771,EC-2.3.3.17,CPDQT-35
29772,EC-2.3.3.17,CO-A
29773,EC-2.3.3.17,2-2-METHYLTHIOETHYLMALIC-ACID
29774,EC-2.3.3.17,CO-A
29775,EC-2.3.3.17,PROTON
29776,EC-2.3.3.18,CPD-15963
29777,EC-2.3.3.18,CO-A
29778,EC-2.3.3.18,PROTON
29779,EC-2.3.3.18,CPD-235
29780,EC-2.3.3.18,ACETYL-COA
29781,EC-2.3.3.18,WATER
29782,EC-2.3.3.19,PROTON
29783,EC-2.3.3.19,HYDROXYTRIDECANE-ETCETERA-TRICARBOXYLATE
29784,EC-2.3.3.19,CO-A
29785,EC-2.3.3.19,OXALACETIC_ACID
29786,EC-2.3.3.19,WATER
29787,EC-2.3.3.19,LAUROYLCOA-CPD
29788,EC-2.3.3.2,CPD-19861
29789,EC-2.3.3.2,CO-A
29790,EC-2.3.3.2,PROTON
29791,EC-2.3.3.2,CPD-196
29792,EC-2.3.3.2,WATER
29793,EC-2.3.3.20,CPD-19853
29794,EC-2.3.3.20,CO-A
29795,EC-2.3.3.20,PROTON
29796,EC-2.3.3.20,CPD-14241
29797,EC-2.3.3.20,CO-A
29798,EC-2.3.3.20,PROTON
29799,EC-2.3.3.20,CPD-19859
29800,EC-2.3.3.20,CO-A
29801,EC-2.3.3.20,PROTON
29802,EC-2.3.3.20,CPD-19849
29803,EC-2.3.3.20,CO-A
29804,EC-2.3.3.20,PROTON
29805,EC-2.3.3.20,CPD-19860
29806,EC-2.3.3.20,CO-A
29807,EC-2.3.3.20,PROTON
29808,EC-2.3.3.20,ACYL-COA
29809,EC-2.3.3.20,WATER
29810,EC-2.3.3.20,CPD-14239
29811,EC-2.3.3.20,WATER
29812,EC-2.3.3.20,LAUROYLCOA-CPD
29813,EC-2.3.3.20,WATER
29814,EC-2.3.3.20,TETRADECANOYL-COA
29815,EC-2.3.3.20,WATER
29816,EC-2.3.3.20,CPD-10267
29817,EC-2.3.3.20,WATER
29818,EC-2.3.3.3,LAUROYLCOA-CPD
29819,EC-2.3.3.3,2-KETOGLUTARATE
29820,EC-2.3.3.3,WATER
29821,EC-2.3.3.3,PROTON
29822,EC-2.3.3.3,CPD-53
29823,EC-2.3.3.3,CO-A
29824,EC-2.3.3.4,PROPIONYL-COA
29825,EC-2.3.3.4,WATER
29826,EC-2.3.3.4,OXALACETIC_ACID
29827,EC-2.3.3.4,CPD-622
29828,EC-2.3.3.4,CO-A
29829,EC-2.3.3.4,PROTON
29830,EC-2.3.3.5,2-OXOBUTANOATE
29831,EC-2.3.3.5,WATER
29832,EC-2.3.3.5,ACETYL-COA
29833,EC-2.3.3.5,PROTON
29834,EC-2.3.3.5,CPD-620
29835,EC-2.3.3.5,CO-A
29836,EC-2.3.3.6,CPD-1130
29837,EC-2.3.3.6,CO-A
29838,EC-2.3.3.6,PROTON
29839,EC-2.3.3.6,BUTYRYL-COA
29840,EC-2.3.3.6,GLYOX
29841,EC-2.3.3.6,WATER
29842,EC-2.3.3.7,OXALACETIC_ACID
29843,EC-2.3.3.7,ACETYL-COA
29844,EC-2.3.3.7,Pi
29845,EC-2.3.3.7,ADP
29846,EC-2.3.3.7,CIT
29847,EC-2.3.3.7,CO-A
29848,EC-2.3.3.7,ATP
29849,EC-2.3.3.8,PROTON
29850,EC-2.3.3.8,MAL
29851,EC-2.3.3.8,CO-A
29852,EC-2.3.3.8,ACETYL-COA
29853,EC-2.3.3.8,WATER
29854,EC-2.3.3.8,GLYOX
29855,EC-2.3.3.9,KDO2-LIPID-A
29856,EC-2.3.3.9,ADP-L-GLYCERO-D-MANNO-HEPTOSE
29857,EC-2.3.3.9,CPD0-929
29858,EC-2.3.3.9,ADP
29859,EC-2.3.3.9,PROTON
29860,EC-2.4,CPD0-933
29861,EC-2.4,ADP-L-GLYCERO-D-MANNO-HEPTOSE
29862,EC-2.4,PROTON
29863,EC-2.4,CPD0-934
29864,EC-2.4,ADP
29865,EC-2.4.1,CPD-19197
29866,EC-2.4.1,UDP
29867,EC-2.4.1,PROTON
29868,EC-2.4.1,CPD-14296
29869,EC-2.4.1,UDP
29870,EC-2.4.1,PROTON
29871,EC-2.4.1,CPD1F-431
29872,EC-2.4.1,UDP
29873,EC-2.4.1,PROTON
29874,EC-2.4.1,PROTON
29875,EC-2.4.1,CPD-6624
29876,EC-2.4.1,UDP
29877,EC-2.4.1,PROTON
29878,EC-2.4.1,CPD-10348
29879,EC-2.4.1,UDP
29880,EC-2.4.1,CPD-15933
29881,EC-2.4.1,TDP
29882,EC-2.4.1,PROTON
29883,EC-2.4.1,CPD-10460
29884,EC-2.4.1,UDP
29885,EC-2.4.1,PROTON
29886,EC-2.4.1,UDP
29887,EC-2.4.1,Pombe-galactomannans
29888,EC-2.4.1,PROTON
29889,EC-2.4.1,CPD-14911
29890,EC-2.4.1,UDP
29891,EC-2.4.1,tRNAs-with-glutamylated-queuosine
29892,EC-2.4.1,AMP
29893,EC-2.4.1,PPI
29894,EC-2.4.1,PROTON
29895,EC-2.4.1,CPD-8011
29896,EC-2.4.1,UDP
29897,EC-2.4.1,CPD-19194
29898,EC-2.4.1,UDP
29899,EC-2.4.1,PROTON
29900,EC-2.4.1,CPD-16558
29901,EC-2.4.1,4-hydroxybenzoate
29902,EC-2.4.1,PROTON
29903,EC-2.4.1,CPD-8065
29904,EC-2.4.1,MYO-INOSITOL
29905,EC-2.4.1,12-DAG-alpha-D-GAL-alpha-D-Glc
29906,EC-2.4.1,UDP
29907,EC-2.4.1,PROTON
29908,EC-2.4.1,CPD-9486
29909,EC-2.4.1,UDP
29910,EC-2.4.1,CPD-21317
29911,EC-2.4.1,UDP
29912,EC-2.4.1,CPD-14847
29913,EC-2.4.1,UDP
29914,EC-2.4.1,PROTON
29915,EC-2.4.1,CPD-12030
29916,EC-2.4.1,UDP
29917,EC-2.4.1,PROTON
29918,EC-2.4.1,CPD-7059
29919,EC-2.4.1,UDP
29920,EC-2.4.1,CPD-12777
29921,EC-2.4.1,ACP
29922,EC-2.4.1,CPD-12463
29923,EC-2.4.1,SUCROSE
29924,EC-2.4.1,CPD-18072
29925,EC-2.4.1,TDP
29926,EC-2.4.1,PROTON
29927,EC-2.4.1,CPD-14503
29928,EC-2.4.1,UDP
29929,EC-2.4.1,PROTON
29930,EC-2.4.1,PROTON
29931,EC-2.4.1,CPD1F-461
29932,EC-2.4.1,UDP
29933,EC-2.4.1,PROTON
29934,EC-2.4.1,CPD-12260
29935,EC-2.4.1,CPD-11984
29936,EC-2.4.1,PROTON
29937,EC-2.4.1,CPD-9216
29938,EC-2.4.1,UDP
29939,EC-2.4.1,CPD-18262
29940,EC-2.4.1,UDP
29941,EC-2.4.1,PROTON
29942,EC-2.4.1,CPD-16540
29943,EC-2.4.1,SINAPATE
29944,EC-2.4.1,PROTON
29945,EC-2.4.1,CPD-14504
29946,EC-2.4.1,UDP
29947,EC-2.4.1,PROTON
29948,EC-2.4.1,CPD-9573
29949,EC-2.4.1,Non-Glucosylated-Glucose-Acceptors
29950,EC-2.4.1,CPD-8066
29951,EC-2.4.1,MYO-INOSITOL
29952,EC-2.4.1,CPD-19337
29953,EC-2.4.1,UDP
29954,EC-2.4.1,PROTON
29955,EC-2.4.1,CPD-14428
29956,EC-2.4.1,WATER
29957,EC-2.4.1,UDP
29958,EC-2.4.1,CPD-19350
29959,EC-2.4.1,PROTON
29960,EC-2.4.1,CPD-14835
29961,EC-2.4.1,UDP
29962,EC-2.4.1,PROTON
29963,EC-2.4.1,CPD1F-420
29964,EC-2.4.1,UDP
29965,EC-2.4.1,CPD-16560
29966,EC-2.4.1,4-hydroxybenzoate
29967,EC-2.4.1,PROTON
29968,EC-2.4.1,Protein-trisaccharide-L-ser
29969,EC-2.4.1,CPD-12461
29970,EC-2.4.1,PROTON
29971,EC-2.4.1,CPD-7137
29972,EC-2.4.1,UDP
29973,EC-2.4.1,CPD-8657
29974,EC-2.4.1,UDP
29975,EC-2.4.1,PROTON
29976,EC-2.4.1,SSEA3
29977,EC-2.4.1,PROTON
29978,EC-2.4.1,UDP
29979,EC-2.4.1,CPD-19196
29980,EC-2.4.1,UDP
29981,EC-2.4.1,PROTON
29982,EC-2.4.1,CPD-14186
29983,EC-2.4.1,UDP
29984,EC-2.4.1,PROTON
29985,EC-2.4.1,CPD-9602
29986,EC-2.4.1,Non-Glucosylated-Glucose-Acceptors
29987,EC-2.4.1,CPD-15959
29988,EC-2.4.1,UDP
29989,EC-2.4.1,PROTON
29990,EC-2.4.1,CPD-21227
29991,EC-2.4.1,UDP
29992,EC-2.4.1,PROTON
29993,EC-2.4.1,CPD-12621
29994,EC-2.4.1,UDP
29995,EC-2.4.1,CPD-12628
29996,EC-2.4.1,UDP
29997,EC-2.4.1,PROTON
29998,EC-2.4.1,CPD-15730
29999,EC-2.4.1,TDP
30000,EC-2.4.1,PROTON
30001,EC-2.4.1,Glucuronoxylans
30002,EC-2.4.1,UDP
30003,EC-2.4.1,PROTON
30004,EC-2.4.1,CPD-4610
30005,EC-2.4.1,UDP
30006,EC-2.4.1,CPD-19343
30007,EC-2.4.1,UDP
30008,EC-2.4.1,PROTON
30009,EC-2.4.1,CPD-9487
30010,EC-2.4.1,UDP
30011,EC-2.4.1,PROTON
30012,EC-2.4.1,CPD-21318
30013,EC-2.4.1,UDP
30014,EC-2.4.1,D-3-HYDROXYACYL-COA
30015,EC-2.4.1,ACP
30016,EC-2.4.1,PROTON
30017,EC-2.4.1,CPD-6625
30018,EC-2.4.1,UDP
30019,EC-2.4.1,UDP
30020,EC-2.4.1,CPD-17893
30021,EC-2.4.1,CPD-14348
30022,EC-2.4.1,TDP
30023,EC-2.4.1,PROTON
30024,EC-2.4.1,CPD-9477
30025,EC-2.4.1,UDP
30026,EC-2.4.1,CPD-7714
30027,EC-2.4.1,UDP
30028,EC-2.4.1,CPD-9475
30029,EC-2.4.1,UDP
30030,EC-2.4.1,CPD-12630
30031,EC-2.4.1,UDP
30032,EC-2.4.1,CPD-8144
30033,EC-2.4.1,UDP
30034,EC-2.4.1,PROTON
30035,EC-2.4.1,CPD-16537
30036,EC-2.4.1,UDP
30037,EC-2.4.1,Glucosyl-acyl-sphinganines
30038,EC-2.4.1,Sterols
30039,EC-2.4.1,CPD-10448
30040,EC-2.4.1,UDP
30041,EC-2.4.1,PROTON
30042,EC-2.4.1,CPD-15021
30043,EC-2.4.1,UDP
30044,EC-2.4.1,PROTON
30045,EC-2.4.1,CPD-17212
30046,EC-2.4.1,GDP
30047,EC-2.4.1,PROTON
30048,EC-2.4.1,CPD-12464
30049,EC-2.4.1,SUCROSE
30050,EC-2.4.1,CPDQT-523
30051,EC-2.4.1,UDP
30052,EC-2.4.1,PROTON
30053,EC-2.4.1,CPD-18158
30054,EC-2.4.1,UDP
30055,EC-2.4.1,PROTON
30056,EC-2.4.1,CPD-4617
30057,EC-2.4.1,UDP
30058,EC-2.4.1,CPD-14961
30059,EC-2.4.1,UDP
30060,EC-2.4.1,PROTON
30061,EC-2.4.1,CPD-4622
30062,EC-2.4.1,UDP
30063,EC-2.4.1,CPD-14863
30064,EC-2.4.1,UDP
30065,EC-2.4.1,PROTON
30066,EC-2.4.1,CPD-14840
30067,EC-2.4.1,UDP
30068,EC-2.4.1,PROTON
30069,EC-2.4.1,PROTON
30070,EC-2.4.1,CPD-6626
30071,EC-2.4.1,UDP
30072,EC-2.4.1,CPD-17611
30073,EC-2.4.1,UDP
30074,EC-2.4.1,PROTON
30075,EC-2.4.1,CPD-8047
30076,EC-2.4.1,MYO-INOSITOL
30077,EC-2.4.1,CPD-14859
30078,EC-2.4.1,UDP
30079,EC-2.4.1,PROTON
30080,EC-2.4.1,CPD-15106
30081,EC-2.4.1,UDP
30082,EC-2.4.1,CPD-7844
30083,EC-2.4.1,UDP
30084,EC-2.4.1,PROTON
30085,EC-2.4.1,CPD-7074
30086,EC-2.4.1,UDP
30087,EC-2.4.1,CPD-18641
30088,EC-2.4.1,UDP
30089,EC-2.4.1,PROTON
30090,EC-2.4.1,CPD-13823
30091,EC-2.4.1,TDP
30092,EC-2.4.1,PROTON
30093,EC-2.4.1,CPD-9567
30094,EC-2.4.1,Non-Glucosylated-Glucose-Acceptors
30095,EC-2.4.1,CPD-14962
30096,EC-2.4.1,UDP
30097,EC-2.4.1,PROTON
30098,EC-2.4.1,CPD-19199
30099,EC-2.4.1,Alcohols
30100,EC-2.4.1,CPD-7145
30101,EC-2.4.1,UDP
30102,EC-2.4.1,CPD-13826
30103,EC-2.4.1,TDP
30104,EC-2.4.1,PROTON
30105,EC-2.4.1,CPD-16746
30106,EC-2.4.1,UDP
30107,EC-2.4.1,PROTON
30108,EC-2.4.1,CPD-17864
30109,EC-2.4.1,GDP
30110,EC-2.4.1,PROTON
30111,EC-2.4.1,CPD-11450
30112,EC-2.4.1,GDP
30113,EC-2.4.1,PROTON
30114,EC-2.4.1,CPD-20023
30115,EC-2.4.1,UDP
30116,EC-2.4.1,PROTON
30117,EC-2.4.1,GlcNAc-b2-GlcNAc-b6-O-D-mannosyl-Protein
30118,EC-2.4.1,UDP
30119,EC-2.4.1,PROTON
30120,EC-2.4.1,CPD-13385
30121,EC-2.4.1,TDP
30122,EC-2.4.1,PROTON
30123,EC-2.4.1,N-pentasaccharide-protein-H-volcanii
30124,EC-2.4.1,CPD-17858
30125,EC-2.4.1,PROTON
30126,EC-2.4.1,CPD-14999
30127,EC-2.4.1,UDP
30128,EC-2.4.1,PROTON
30129,EC-2.4.1,CPD1F-462
30130,EC-2.4.1,UDP
30131,EC-2.4.1,CPD-14506
30132,EC-2.4.1,UDP
30133,EC-2.4.1,CPD-14693
30134,EC-2.4.1,TDP
30135,EC-2.4.1,PROTON
30136,EC-2.4.1,2R-3S-Flavan-3-O-glucosides
30137,EC-2.4.1,UDP
30138,EC-2.4.1,PROTON
30139,EC-2.4.1,CPD-15105
30140,EC-2.4.1,UDP
30141,EC-2.4.1,PROTON
30142,EC-2.4.1,CPD-6622
30143,EC-2.4.1,UDP
30144,EC-2.4.1,PROTON
30145,EC-2.4.1,CPD-12835
30146,EC-2.4.1,UDP
30147,EC-2.4.1,UDP
30148,EC-2.4.1,CPD-20721
30149,EC-2.4.1,PROTON
30150,EC-2.4.1,CPD-14887
30151,EC-2.4.1,UDP
30152,EC-2.4.1,PROTON
30153,EC-2.4.1,CPD-14455
30154,EC-2.4.1,UDP
30155,EC-2.4.1,PROTON
30156,EC-2.4.1,CPD0-1192
30157,EC-2.4.1,UDP
30158,EC-2.4.1,CHITOBIOSE
30159,EC-2.4.1,MANNOSE-1P
30160,EC-2.4.1,UDP
30161,EC-2.4.1,CPD-20706
30162,EC-2.4.1,PROTON
30163,EC-2.4.1,CPD-10347
30164,EC-2.4.1,UDP
30165,EC-2.4.1,CPD-14352
30166,EC-2.4.1,TDP
30167,EC-2.4.1,PROTON
30168,EC-2.4.1,CPD-14969
30169,EC-2.4.1,UDP
30170,EC-2.4.1,CPD-9462
30171,EC-2.4.1,UDP
30172,EC-2.4.1,CPD-9211
30173,EC-2.4.1,UDP
30174,EC-2.4.1,CPD-14839
30175,EC-2.4.1,UDP
30176,EC-2.4.1,PROTON
30177,EC-2.4.1,CPD-14848
30178,EC-2.4.1,UDP
30179,EC-2.4.1,PROTON
30180,EC-2.4.1,CPD-8033
30181,EC-2.4.1,UDP
30182,EC-2.4.1,UDP
30183,EC-2.4.1,CPD-20723
30184,EC-2.4.1,PROTON
30185,EC-2.4.1,PROTON
30186,EC-2.4.1,CPD-4612
30187,EC-2.4.1,UDP
30188,EC-2.4.1,UDP
30189,EC-2.4.1,CPD-17891
30190,EC-2.4.1,PROTON
30191,EC-2.4.1,CPD-14909
30192,EC-2.4.1,UDP
30193,EC-2.4.1,PROTON
30194,EC-2.4.1,CPD-13108
30195,EC-2.4.1,GDP
30196,EC-2.4.1,PROTON
30197,EC-2.4.1,CPD-1125
30198,EC-2.4.1,UDP
30199,EC-2.4.1,PROTON
30200,EC-2.4.1,CPD-18157
30201,EC-2.4.1,UDP
30202,EC-2.4.1,PROTON
30203,EC-2.4.1,PROTON
30204,EC-2.4.1,CPD-8013
30205,EC-2.4.1,UDP
30206,EC-2.4.1,PROTON
30207,EC-2.4.1,CPD-4607
30208,EC-2.4.1,UDP
30209,EC-2.4.1,XLFG-Xyloglucans
30210,EC-2.4.1,GDP
30211,EC-2.4.1,PROTON
30212,EC-2.4.1,CPD-13966
30213,EC-2.4.1,TDP
30214,EC-2.4.1,PROTON
30215,EC-2.4.1,CPD-19322
30216,EC-2.4.1,UDP
30217,EC-2.4.1,PROTON
30218,EC-2.4.1,CPD-14824
30219,EC-2.4.1,UDP
30220,EC-2.4.1,PROTON
30221,EC-2.4.1,CPD-10449
30222,EC-2.4.1,UDP
30223,EC-2.4.1,PROTON
30224,EC-2.4.1,PROTON
30225,EC-2.4.1,CPD-9469
30226,EC-2.4.1,UDP
30227,EC-2.4.1,CPDQT-26
30228,EC-2.4.1,UDP
30229,EC-2.4.1,PROTON
30230,EC-2.4.1,CPD-18738
30231,EC-2.4.1,UDP
30232,EC-2.4.1,PROTON
30233,EC-2.4.1,CPD-14507
30234,EC-2.4.1,UDP
30235,EC-2.4.1,PROTON
30236,EC-2.4.1,CPD-14753
30237,EC-2.4.1,UDP
30238,EC-2.4.1,CPD-14506
30239,EC-2.4.1,UDP
30240,EC-2.4.1,PROTON
30241,EC-2.4.1,PROTON
30242,EC-2.4.1,CPD0-1049
30243,EC-2.4.1,UDP
30244,EC-2.4.1,PROTON
30245,EC-2.4.1,CPD-8656
30246,EC-2.4.1,UDP
30247,EC-2.4.1,PROTON
30248,EC-2.4.1,CPD-8668
30249,EC-2.4.1,UDP
30250,EC-2.4.1,CPD-17160
30251,EC-2.4.1,UDP
30252,EC-2.4.1,PROTON
30253,EC-2.4.1,VITEXIN-2-O-B-L-RHAMNOSIDE
30254,EC-2.4.1,UDP
30255,EC-2.4.1,PROTON
30256,EC-2.4.1,CPDQT-522
30257,EC-2.4.1,UDP
30258,EC-2.4.1,PROTON
30259,EC-2.4.1,PROTON
30260,EC-2.4.1,UDP
30261,EC-2.4.1,CPD-9461
30262,EC-2.4.1,Man-13-Man-12-Man-12-Man-Proteins
30263,EC-2.4.1,GDP
30264,EC-2.4.1,PROTON
30265,EC-2.4.1,CPD-14821
30266,EC-2.4.1,UDP
30267,EC-2.4.1,PROTON
30268,EC-2.4.1,CPD-8065
30269,EC-2.4.1,CPD-1099
30270,EC-2.4.1,PROTON
30271,EC-2.4.1,CPD-4621
30272,EC-2.4.1,UDP
30273,EC-2.4.1,CPD-14502
30274,EC-2.4.1,UDP
30275,EC-2.4.1,PROTON
30276,EC-2.4.1,PROTON
30277,EC-2.4.1,UDP
30278,EC-2.4.1,CPD-10682
30279,EC-2.4.1,3-O-BETA-GLUCOSYL-2-OXINDOLE-3-ACETYL-
30280,EC-2.4.1,UDP
30281,EC-2.4.1,PROTON
30282,EC-2.4.1,CPD-21174
30283,EC-2.4.1,UDP
30284,EC-2.4.1,PROTON
30285,EC-2.4.1,PROTON
30286,EC-2.4.1,CPD-7386
30287,EC-2.4.1,UDP
30288,EC-2.4.1,PROTON
30289,EC-2.4.1,CPD0-932
30290,EC-2.4.1,UDP
30291,EC-2.4.1,CPD-16748
30292,EC-2.4.1,UDP
30293,EC-2.4.1,PROTON
30294,EC-2.4.1,CPD-18639
30295,EC-2.4.1,UDP
30296,EC-2.4.1,PROTON
30297,EC-2.4.1,PROTON
30298,EC-2.4.1,CPD-7391
30299,EC-2.4.1,UDP
30300,EC-2.4.1,CPD-8143
30301,EC-2.4.1,UDP
30302,EC-2.4.1,PROTON
30303,EC-2.4.1,CPD-14960
30304,EC-2.4.1,UDP
30305,EC-2.4.1,PROTON
30306,EC-2.4.1,CPD-9472
30307,EC-2.4.1,UDP
30308,EC-2.4.1,CPD-14820
30309,EC-2.4.1,UDP
30310,EC-2.4.1,Beta-D-Glucosyloxy-FAs
30311,EC-2.4.1,UDP
30312,EC-2.4.1,PROTON
30313,EC-2.4.1,CPD-15175
30314,EC-2.4.1,UDP
30315,EC-2.4.1,PROTON
30316,EC-2.4.1,CPD-9568
30317,EC-2.4.1,Non-Glucosylated-Glucose-Acceptors
30318,EC-2.4.1,CPD-19682
30319,EC-2.4.1,UDP
30320,EC-2.4.1,PROTON
30321,EC-2.4.1,CPD-7140
30322,EC-2.4.1,UDP
30323,EC-2.4.1,PROTON
30324,EC-2.4.1,CPD-4608
30325,EC-2.4.1,UDP
30326,EC-2.4.1,CPD-14858
30327,EC-2.4.1,UDP
30328,EC-2.4.1,PROTON
30329,EC-2.4.1,CPD-9587
30330,EC-2.4.1,Non-Rhamonsylated-Rhamnosyl-Acceptors
30331,EC-2.4.1,CPD-10349
30332,EC-2.4.1,UDP
30333,EC-2.4.1,CPD-15024
30334,EC-2.4.1,UDP
30335,EC-2.4.1,PROTON
30336,EC-2.4.1,CPD-14461
30337,EC-2.4.1,UDP
30338,EC-2.4.1,PROTON
30339,EC-2.4.1,PROTON
30340,EC-2.4.1,CPD-81
30341,EC-2.4.1,UDP
30342,EC-2.4.1,CPD-19324
30343,EC-2.4.1,UDP
30344,EC-2.4.1,PROTON
30345,EC-2.4.1,CPD-8034
30346,EC-2.4.1,UDP
30347,EC-2.4.1,NEOKESTOSE
30348,EC-2.4.1,SUCROSE
30349,EC-2.4.1,CPD-19349
30350,EC-2.4.1,UDP
30351,EC-2.4.1,PROTON
30352,EC-2.4.1,PROTON
30353,EC-2.4.1,CPD-4603
30354,EC-2.4.1,UDP
30355,EC-2.4.1,CPD-7842
30356,EC-2.4.1,UDP
30357,EC-2.4.1,CPD-14505
30358,EC-2.4.1,UDP
30359,EC-2.4.1,PROTON
30360,EC-2.4.1,PROTON
30361,EC-2.4.1,CPD-4616
30362,EC-2.4.1,UDP
30363,EC-2.4.1,CPD-17491
30364,EC-2.4.1,GDP
30365,EC-2.4.1,PROTON
30366,EC-2.4.1,Sophorosyloxy-Fatty-Acids
30367,EC-2.4.1,UDP
30368,EC-2.4.1,PROTON
30369,EC-2.4.1,CPD-18169
30370,EC-2.4.1,UDP
30371,EC-2.4.1,1-6-beta-D-Glucan
30372,EC-2.4.1,UDP
30373,EC-2.4.1,PROTON
30374,EC-2.4.1,CPD-9464
30375,EC-2.4.1,UDP
30376,EC-2.4.1,PROTON
